Police boundary,Age,Location,Outcome of investigation,Measure,Offence,Relationship of offender to victim,Sex,Ethnicity,Month and year,Value,Flags
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,September 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,September 2015,12,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,September 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Total ethnicity,September 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Male,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Female,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,September 2015,75,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,September 2015,69,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Total ethnicity,September 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Female,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,September 2015,12,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Male,Total ethnicity,September 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Female,Total ethnicity,September 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Male,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Female,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Total sex,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Female,Total ethnicity,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Asian,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Asian,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,European,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,September 2015,27,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,European,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,European,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,European,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Total sex,European,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Latin American/Hispanic,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Maori,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,September 2015,18,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Maori,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Maori,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Middle Eastern,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Pacific Island,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,September 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Pacific Island,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Not Elsewhere Classified,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Not Stated / Inadequately Described,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,September 2015,15,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,September 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,September 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,October 2015,1,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NO OFFENDER IDENTIFIED,Female,Total ethnicity,October 2015,1,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NON FAMILY MEMBER,Total sex,Total ethnicity,October 2015,1,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NON FAMILY MEMBER,Male,Total ethnicity,October 2015,1,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Male,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,October 2015,24,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,October 2015,15,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,October 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Male,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Total ethnicity,October 2015,21,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Male,Total ethnicity,October 2015,15,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Female,Total ethnicity,October 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Male,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,October 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,October 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Female,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Total sex,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Female,Total ethnicity,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NON FAMILY MEMBER,Total sex,European,October 2015,1,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,European,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,European,October 2015,6,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,European,October 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,October 2015,3,
